RIC,Full Name
STANLY.BK,Thai Stanley Electric
TSC.BK,Thai Steel Cable
TTW.BK,Thai Tap Water Supply
TTI.BK,Thai Textile
TFM.BK,Thai Union Feedmill
TU.BK,Thai Union Group
TVO.BK,Thai Vegetable Oil
WACOAL.BK,Thai Wacoal
TWPC.BK,Thai Wah
TWP.BK,Thai Wire Products
TGPRO.BK,Thai-German Products
TPRIMEu.BK,Thailand Prime Property FHLH REIT
THCOM.BK,Thaicom
TFG.BK,Thaifoods Group
TFFIFu.BK,Thailand Future
TLHPFu.BK,Thailand Hospitality Property
THREL.BK,Thaire Life Assurance
SAUCE.BK,Thaitheparos
TVH.BK,Thaivivat Holdings
TCAP.BK,Thanachart Capital
TNPm.BK,Thanapiriya
THANAm.BK,Thanasiri Group
THIP.BK,Thantawan Industry
TNL.BK,Thanulux
BTCm.BK,The Brooker Group
PLAT.BK,The Platinum Group
TPSm.BK,The Practical Solution
TK.BK,Thitikorn
THG.BK,Thonburi Healthcare Group
KDH.BK,Thonburi Medical Centre
TTA.BK,Thoresen Thai Agency
TASCO.BK,Tipco Asphalt
TIPCO.BK,Tipco Foods
TRTm.BK,Tirathai
TISCO.BK,Tisco Financial Group
TKS.BK,Telekomunikasyon Technologies
TTB.BK,Tmbthanachart Bank
TMT.BK,TMT Steel
TOA.BK,Toa Paint Thailand
TH.BK,Tong Hua Holding
TTT.BK,Toray Textiles
TPBI.BK,Tpbi
TPCHm.BK,TPC Power Holding
TPCS.BK,TPCS
TPIPL.BK,TPI Polene
TPIPP.BK,TPI Polene Power
TQM.BK,TQM Alpha
TQRm.BK,TQR
TRC.BK,TRC Construction
TNPFu.BK,Trinity FHLH Property Fund
TNITY.BK,Trinity Watthana
III.BK,Triple I Logistics
TRITN.BK,Triton Holding
TC.BK,Tropical Canning
TSR.BK,TSR Living Solution
TSTE.BK,Tste
TTCL.BK,TTCL
TKC.BK,Turnkey Communication Services
TVTm.BK,Television Thunder
TVDHm.BK,TVD Holdings
24CSm.BK,Twenty-Four Con and Supply
TWZ.BK,TWZ
TYCN.BK,Tycoons Worldwide Group
UAC.BK,UAC Global Public Company Limited
UBISm.BK,Ubis (Asia)
UBE.BK,Ubon Bio Ethanol
UECm.BK,Unimit Engineering
AUCTm.BK,Union Auction
UMI.BK,Union Mosaic
UKEMm.BK,Union Petrochemical
UPF.BK,Union Pioneer Fabric
UP.BK,Union Plastic
UNIQ.BK,Unique Engineering and Construction
UMSm.BK,Unique Mining Services
UPOIC.BK,United Palm Oil Industry
UTP.BK,United Paper
UVAN.BK,Univanich Palm Oil
UV.BK,Univentures
UOBKH.BK,UOB Kay Hian Securities
UBAm.BK,Utility Business Alliance
VLm.BK,V L Enterprise
VNG.BK,Vanachai Group
VARO.BK,Varopakorn
VRANDA.BK,Veranda Resort
VGI.BK,VGI
VIBHA.BK,Vibhavadi Medical
VPO.BK,Vichitbhan Palmoil
KUN.BK,Villa Kunalai
VCOMm.BK,Vintcom Technology
WARRIXm.BK,Warrix Sport
NEW.BK,Wattana Karnpaet
WPH.BK,Wattanapat Hospital Trang
WAVE.BK,Wave Exponential
WGE.BK,Well Graded Engineering
WELLm.BK,Well Management Corporat
WHA.BK,Wha
WHABTu.BK,Wha Business Complex Freehold and Leasehold REIT
WHAIRu.BK,Wha Industrial Leasehold REIT Units
WHARTu.BK,Wha Premium Growth Freehold and Leasehold REIT
WHAUP.BK,Wha Utilities and Power
WICE.BK,Wice Logistics
WIIK.BK,Wiik
WINDOW.BK,Window Asia
WINNERm.BK,Winner Group Enterprise
WINMEDm.BK,Winnergy Medical
WORK.BK,Workpoint Entertainment
WFX.BK,World Flex
W.BK,Wow Factor
WP.BK,WP Energy
WIN.BK,Wyncoast Industrial Park
XPG.BK,Xspring Capital
YGGm.BK,Yggdrazil Group
YONGm.BK,Yong Concrete
YUASAm.BK,Yuasa Battery
ZAA.BK,Zalekta
ZEN.BK,Zen Corporation
ZIGAm.BK,Ziga Innovation
TISCO_f.BK,Tisco Financial Foreign Board Group
3BBIFv.BK,3BB Internet Foreign Board Infrastructure
AH_f.BK,Aapico Hitech Foreign Board
ADVANC_f.BK,Advanced Information Service Foreign Board
ACE_f.BK,Absolute Clean Foreign Board Energy
ACC_f.BK,Advanced Connection Foreign Board Corporation
AIT_f.BK,Advanced Information Technology Foreign Board
AEONTS_f.BK,Aeon Thana Sinsap Foreign Board
AU_mf.BK,After You Foreign Board
AIMCGv.BK,AIM Commercial Growth Freehold and Foreign Board Leasehold REIT
AIMIRTv.BK,AIM Industrial Growth Freehold and Foreign Board Leasehold REIT
AIRA_mf.BK,Aira Capital Foreign Board
AOT_f.BK,Airports of Thailand Foreign Board
AJ_f.BK,AJ Plast Foreign Board
AKS_f.BK,AKS Corporation Foreign Board
AE_f.BK,All Energy and Foreign Board Utilities
AYUD_f.BK,Allianz Ayudhya Foreign Board Capital
ALPHAX_mf.BK,Alpha Divisions Foreign Board
ALT_f.BK,Alternative Telecom Foreign Board
ALUCONz.BK,Alucon Foreign Board
AMA_mf.BK,AMA Marine Foreign Board
AMANAH_f.BK,Amanah Leasing Foreign Board
AMARIN_f.BK,Amarin Corporations Foreign Board
AMATA_f.BK,Amata Foreign Board
AMATARv.BK,Amata Summit Growth Freehold and Foreign Board Leasehold REIT
AMR_f.BK,AMR Asia Foreign Board
ANAN_f.BK,Ananda Development Foreign Board
AP_f.BK,AP (Thailand) Foreign Board
APP_mf.BK,Applicad Public Company Limited Foreign Board
ADB_mf.BK,Applied DB Foreign Board
AQUA_f.BK,Aqua Foreign Board
A_f.BK,Areeya Property Foreign Board
AAV_f.BK,Asia Aviation Foreign Board
AFC_f.BK,Asia Fiber Foreign Board
ASIA_f.BK,Asia Hotel Foreign Board
AMC_f.BK,Asia Metal Foreign Board
ASP_f.BK,Asia Plus Group Holdings Foreign Board
APCS_f.BK,Asia Precision Foreign Board
ASK_f.BK,Asia Sermkij Leasing Foreign Board
ASIMAR_f.BK,Asian Marine Services Foreign Board
APO_mf.BK,Asian Palm Oil Foreign Board
ASIAN_f.BK,Asian Sea Foreign Board Corporation
AS_f.BK,Asphere Innovations Foreign Board
A5_f.BK,Asset Five Group Foreign Board
AWC_f.BK,Asset World Foreign Board
ASW_f.BK,Assetwise Foreign Board
ACG_f.BK,Autocorp Holding Foreign Board
BGRIM_f.BK,B Grimm Power Foreign Board
BROCK_f.BK,Baan Rock Garden Foreign Board
BCP_f.BK,Bangchak Foreign Board Corporation ORS
BA_f.BK,Bangkok Airways Foreign Board
BAFS_f.BK,Bangkok Aviation Fuel Foreign Board
BBL_f.BK,Bangkok Bank Foreign Board
BCH_f.BK,Bangkok Chain Hospital Foreign Board
BAM_f.BK,Bangkok Commercial Foreign Board Asset Management
BDMS_f.BK,Bangkok Dusit Medical Services Foreign Board
BEM_f.BK,Bangkok Expressway Foreign Board and Metro
BLAND_f.BK,Bangkok Land Foreign Board
BLA_f.BK,Bangkok Life Assurance Foreign Board
BR_f.BK,Bangkok Ranch Foreign Board
BUI_f.BK,Bangkok Union Insurance Foreign Board
BSBM_f.BK,Bangsaphan Barmill Foreign Board
BAY_f.BK,Bank of Ayudhya Foreign Board
BANPU_f.BK,Banpu Foreign Board
BPP_f.BK,Banpu Power Foreign Board
BBGI_f.BK,Bbgi Foreign Board
BCPG_f.BK,BCPG Foreign Board
BEC_f.BK,BEC World Foreign Board
BJC_f.BK,Berli Jucker Foreign Board
BTG_f.BK,Betagro Foreign Board
BWG_f.BK,Better World Green Foreign Board
BYD_f.BK,Beyond Securities Foreign Board
BGC_f.BK,BG Container Glass Foreign Board Public
BGT_mf.BK,BGT Foreign Board
BIG_f.BK,Big Camera Corporation Foreign Board
BIOTEC_f.BK,Bio Green Energy Foreign Board Technology
BCTz.BK,Birla Carbon Foreign Board
BLESS_mf.BK,Bless Asset Group Foreign Board
BEYOND_f.BK,Bound and Beyond Foreign Board
BC_mf.BK,Boutique Foreign Board Corporation
BTNC_f.BK,Boutique New City Foreign Board
BRI_f.BK,Britania Foreign Board
BTS_f.BK,BTS Group Holdings Foreign Board
BTSGIFv.BK,BTS RAL Msti Growth Foreign Board Infrastructure
B-WORKv.BK,Bualuang Office Foreign Board Leasehold REIT
BH_f.BK,Bumrungrad Hospital Foreign Board
BRRGIFv.BK,Buriram Sugar Group Foreign Board PWPL Infrastructure
CEN_f.BK,Capital Engineering Network Foreign Board
CBG_f.BK,Carabao Group Foreign Board
CPH_f.BK,Castle Peak Holdings Foreign Board
CAZ_mf.BK,CAZ Thailand Public Foreign Board
CPN_f.BK,Central Pattana Foreign Board
CENTEL_f.BK,Central Plaza Hotel Foreign Board
CRC_f.BK,Central Retail Foreign Board Corporation
CK_f.BK,CH Karnchang Foreign Board
CWT_f.BK,Chai Watana Tannery Foreign Board
CEYE_mf.BK,Chamni S Eye Foreign Board
CHARAN_f.BK,Charan Insurance Foreign Board
CI_f.BK,Charn Issara Development Foreign Board
CPF_f.BK,Charoen Pokphand Foods Foreign Board
CTW_f.BK,Charoong Thai Wire Cable Foreign Board
CHAYO_f.BK,Chayo Group Foreign Board
CMAN_f.BK,Chememanord Foreign Board
CH_f.BK,Chin Huay Foreign Board
CHO_mf.BK,CHO Thavee Foreign Board
CNT_f.BK,Christiani Nielsen Foreign Board
CHG_f.BK,Chularat Hospital Foreign Board
CPI_f.BK,Chumporn Palm Oil Industry Foreign Board
CIMBT_f.BK,CIMB Thai Bank Foreign Board
CSR_f.BK,City Sports Foreign Board
CITY_f.BK,City Steel Foreign Board
CKP_f.BK,CK Power Foreign Board
KOOL_mf.BK,Class Venture Foreign Board
CMO_mf.BK,CMO Foreign Board
COM7_f.BK,COM7 Foreign Board
CSS_f.BK,Communication and System Solution Foreign Board
CPW_f.BK,Copperwired Foreign Board
CGD_f.BK,Country Group Development Foreign Board
CGH_f.BK,Country Group Foreign Board Holdings
CPALL_f.BK,CP All Foreign Board
CPANEL_mf.BK,Cpanel Foreign Board
CPL_f.BK,CPL Group Foreign Board
CPT_f.BK,Concepts Drives and Foreign Board Power
CSC_f.BK,Crown Seal Foreign Board
DCON_f.BK,Dcon Products Foreign Board
DELTAz.BK,Delta Electronics Foreign Board
DPAINT_mf.BK,Delta Paint Foreign Board
DEMCO_f.BK,Demco Foreign Board
D_mf.BK,Dental Corporation Foreign Board
TIPH_f.BK,Dhipaya Group Foreign Board Holdings
DHOUSE_mf.BK,Dhouse Pattana Foreign Board
DRT_f.BK,Diamond Building Products Foreign Board
DIFv.BK,Digital Telecommunications Ifcf Foreign Board
DITTO_f.BK,Ditto (Thailand) Foreign Board
DDD_f.BK,Do Day Dream Foreign Board
DOD_mf.BK,DOD Biotechnology Foreign Board
DMT_f.BK,Don Muang Tollway Foreign Board
DTCENT_f.BK,DTC Enterprise Foreign Board
DUSIT_f.BK,Dusit Thani Foreign Board
DREITv.BK,Dusit Thani Freehold and Foreign Board Leasehold REIT
DV8_mf.BK,DV8 Foreign Board
DCC_f.BK,Dynasty Ceramic Foreign Board
EFORL_mf.BK,E for L AIM Foreign Board
ECL_f.BK,Eastern Commercial Leasing Foreign Board
EPG_f.BK,Eastern Polymer Group Foreign Board
EASTW_f.BK,Eastern Water Resources Development and Management Foreign Board
EKH_f.BK,Ekachai Medical Foreign Board Care
EGCO_f.BK,Electricity Generating Foreign Board
EMC_f.BK,EMC Foreign Board
EA_f.BK,Energy Absolute Foreign Board
ERW_f.BK,Erawan Group Foreign Board
UREKA_mf.BK,Eureka Design Foreign Board
EVER_f.BK,Everland Foreign Board
FE_f.BK,Far East Fame Line Foreign Board DDB ORS
FMT_f.BK,Fine Metal Foreign Board Technologies
FTE_f.BK,Firetrade Foreign Board Engineering
FN_f.BK,FN Factory Outlet Foreign Board
FNS_f.BK,FNS Holdings Foreign Board
FORTH_f.BK,Forth Foreign Board
FSMART_mf.BK,Forth Smart Service Foreign Board
FPI_mf.BK,Fortune Participations Industry Foreign Board
FTREITv.BK,Frasers Prop THA Foreign Board Industrielle FHLH REIT
FPT_f.BK,Frasers Property Foreign Board Public
FUTURERTv.BK,Future City Leasehold Real Estate Investment Foreign Board
GCAP_mf.BK,G Capital Foreign Board
GJSz.BK,G J Steel Foreign Board
GEL_f.BK,General Engineering Foreign Board
GENCO_f.BK,General Environment Foreign Board
GFPT_f.BK,GFPT Foreign Board
GLOCON_f.BK,Global Consumer Foreign Board
GGC_f.BK,Global Green Foreign Board Chemicals
GPSC_f.BK,Global Power Synergy Foreign Board
VS_mf.BK,Global Service Foreign Board Center
GBX_f.BK,Globlex Holding Foreign Board
GLORY_mf.BK,Glory Forever Foreign Board
GRAMMY_f.BK,GMM Grammy Foreign Board
GYTz.BK,Goodyear Thailand Foreign Board
GLAND_f.BK,Grand Canal Land Foreign Board
GRAND_f.BK,Grande Asset Hotels and Property Foreign Board
GTV_mf.BK,Green Technology Ventures Foreign Board
GL_f.BK,Group Lease Foreign Board
GULF_f.BK,Gulf Energy Development Foreign Board
GUNKUL_f.BK,Gunkul Engineering Foreign Board
HTC_f.BK,Haad Thip Foreign Board
HTECH_f.BK,Halcyon Technology Foreign Board
HANAz.BK,Hana Microelectronic Foreign Board
HEALTH_mf.BK,Health Empire Foreign Board Corporation
HL_mf.BK,Healthlead Foreign Board
HENG_f.BK,Heng Leasing and Foreign Board Capital
HMPRO_f.BK,Home Product Center Foreign Board
HUMAN_f.BK,Humanica Foreign Board
ITC_f.BK,I-Tail Foreign Board
ICC_f.BK,ICC International Foreign Board
ICHI_f.BK,Ichitan Group Foreign Board
INSURE_f.BK,Indara Insurance Foreign Board
IND_mf.BK,Index International Foreign Board Group
IRC_f.BK,Inoue Rubber Foreign Board
IP_f.BK,Inter Pharma Foreign Board
IHL_f.BK,Interhides Foreign Board
ILINK_f.BK,Interlink Communication Foreign Board
ITEL_f.BK,Interlink Telecom Foreign Board
IRCP_mf.BK,International Research Foreign Board
INET_f.BK,Internet Thailand Foreign Board
INTUCH_f.BK,Intouch Holdings Foreign Board
IMPACTv.BK,Ipct Growth Real Estate Investment Trust Foreign Board Units
IRPC_f.BK,IRPC Foreign Board
ITD_f.BK,Italian-Thai Development Foreign Board
JR_f.BK,J R W Utility Foreign Board
J_f.BK,JAS Asset Foreign Board
JAS_f.BK,Jasmine International Foreign Board
JTS_f.BK,Jasmine Technology Foreign Board Solution
JMART_f.BK,Jaymart Group Foreign Board Holdings
JCK_f.BK,JCK International Foreign Board ORS
JDF_f.BK,JD Food Foreign Board
JKN_f.BK,JKN Global Group Foreign Board
JMT_f.BK,JMT Network Services Foreign Board
KYE_f.BK,Kang Yong Electric Foreign Board
KAMART_f.BK,Karmarts Foreign Board
KTIS_f.BK,Kaset Thai International Sugar Foreign Board
KBANK_f.BK,Kasikornbank Foreign Board
KCE_f.BK,KCE Electronic Foreign Board
KCG_f.BK,KCG Corporation Foreign Board
KEX_f.BK,Kerry Express Foreign Board (Thailand)
KGI_f.BK,KGI Securities Foreign Board
KSL_f.BK,Khon Kaen Sugar Foreign Board
KBS_f.BK,Khonburi Sugar Foreign Board
CHOTI_f.BK,Kiang Huat Sea Gull Foreign Board
KKP_f.BK,Kiatnakin Phatra Foreign Board Bank
KIAT_f.BK,Kiattana Transport Foreign Board
KJL_mf.BK,Kitcharoen Foreign Board Engineering Electric
KLINIQ_mf.BK,Klinique Medical Foreign Board Clinic
KTB_f.BK,Krung Thai Bank Foreign Board
KTC_f.BK,Krungthai Card Foreign Board
KKC_f.BK,Kulthorn Kirby Foreign Board
LPH_f.BK,Ladprao General Foreign Board Hospital
LRH_f.BK,Laguna Resort and Hotel Foreign Board
LALIN_f.BK,Lalin Property Foreign Board
LST_f.BK,Lam Soon Foreign Board
LH_f.BK,Land and Houses Foreign Board
LANNA_f.BK,Lanna Resources Foreign Board
LIT_mf.BK,Lease IT Foreign Board
LEE_f.BK,Lee Feed Mill Foreign Board
LEO_mf.BK,LEO Global Foreign Board Logistics
LHFG_f.BK,LH Financial Group Foreign Board
LNE_f.BK,Lighting and Equipment Foreign Board
LOXLEY_f.BK,Loxley Foreign Board
LPN_f.BK,LPN Development Foreign Board
MVP_mf.BK,M Vision Foreign Board
M-CHAI_f.BK,Mahachai Hospital Foreign Board
MAJOR_f.BK,Major Cineplex Group Foreign Board
MJD_f.BK,Major Development Foreign Board
MTW_mf.BK,Make to Win Holding Foreign Board
MALEE_f.BK,Malee Group Foreign Board
MANRIN_f.BK,Mandarin Hotel Foreign Board
MATI_f.BK,Matichon Foreign Board
MSTz.BK,Maybank Securities Foreign Board (Thailand) Public Company Limited
MBK_f.BK,MBK Foreign Board
MC_f.BK,MC Group Foreign Board
MCOT_f.BK,Mcot Foreign Board
MCS_f.BK,MCS Steel Foreign Board
MDX_f.BK,MDX Foreign Board
MEB_mf.BK,MEB Corporation Foreign Board
META_mf.BK,Meta Corporation Foreign Board
MFC_f.BK,MFC Asset Foreign Board Management
MITv.BK,MFC Industrial Real Estate Investment Trust Foreign Board Units
MILL_f.BK,Millcon Steel Foreign Board
MINT_f.BK,Minor International Foreign Board
MK_f.BK,MK Real Estate Development Foreign Board
M_f.BK,MK Restaurant Group Foreign Board
MODERN_f.BK,Modernform Group Foreign Board
MONO_f.BK,Mono Next Foreign Board
MORE_mf.BK,More Return Foreign Board
MOSHI_f.BK,Moshi Moshi Retail Foreign Board
MTC_f.BK,Muangthai Capital Foreign Board ORS
MUD_mf.BK,MUD and Hound Foreign Board
METCOz.BK,Muramoto Electron Foreign Board
NYT_f.BK,Namyong Terminal Foreign Board
NATION_f.BK,Nation Group Foreign Board (Thailand)
NNCL_f.BK,Navanakorn Foreign Board
NWR_f.BK,Nawarat Patanakarn Foreign Board
NCH_f.BK,NC Housing Foreign Board
NCL_mf.BK,NCL International Foreign Board Logistics
NDR_mf.BK,ND Rubber Foreign Board
NC_f.BK,New City (Bangkok) Foreign Board
NPK_mf.BK,New Plus Knitting Foreign Board
NEWS_mf.BK,News Network Foreign Board Corporation
NEX_f.BK,NEX Point Foreign Board
NVD_f.BK,Nirvana Development Foreign Board
NL_f.BK,Nil Development Foreign Board
NOBLE_f.BK,Noble Development Foreign Board
NOK_f.BK,NOK Airlines Foreign Board
NTV_f.BK,Nonthavej Hospital Foreign Board
EGATIFv.BK,North Bangkok Power Plant Block 1 Infrastructure Fund Foreign Board
NER_f.BK,North East Rubbers Foreign Board
NRF_f.BK,NR Instant Produce Foreign Board
NSL_f.BK,NSL Foods Foreign Board
STELLA_f.BK,Nusasiri Foreign Board
OCC_f.BK,OCC Foreign Board
OGC_f.BK,Ocean Glass Foreign Board
OHTL_f.BK,Ohtl Foreign Board
ONEE_f.BK,One Enterprise Foreign Board
ORI_f.BK,Origin Property Foreign Board
OSP_f.BK,Osotspa Foreign Board
PSP_f.BK,P Save Prosper Specialties Foreign Board
PACE_f.BK,Pace Development Foreign Board
PAP_f.BK,Pacific Pipe Foreign Board
PAF_f.BK,Pan Asia Footwear Foreign Board
PJW_f.BK,Panjawattana Foreign Board Plastic
PK_f.BK,Patkol Foreign Board
PATO_f.BK,Pato Chemical Industry Foreign Board
PEACE_f.BK,Peace and Living Foreign Board
PEER_mf.BK,Peer for You Foreign Board
PG_f.BK,People's Garment Foreign Board
PERM_f.BK,Permsin Steel Works Foreign Board
PCE_f.BK,Petchsrivichai Enterprise F
PHOL_mf.BK,Phol Dhanya Foreign Board
PIN_f.BK,Pinthong Industrial Foreign Board Park
PIMO_mf.BK,Pioneer Motor Foreign Board
PLANB_f.BK,Plan B Media Foreign Board
OKJ_f.BK,Pluk Phak Praw RAK Foreign Board Mae
PPM_mf.BK,Porn Prom Metal Foreign Board
INOXz.BK,Posco-Thainox Foreign Board
PLE_f.BK,Power Line Engineering Foreign Board
PPPM_f.BK,PP Prime Foreign Board
PRAKIT_f.BK,Prakit Holdings Foreign Board
PDJ_f.BK,Pranda Jewelry Foreign Board
PR9_f.BK,Praram 9 Hospital Foreign Board
PSL_f.BK,Precious Shipping Foreign Board
PM_f.BK,Premier Marketing Foreign Board
PPP_f.BK,Premier Products Foreign Board
PTC_mf.BK,Premier Tank Foreign Board
PT_f.BK,Premier Technology Foreign Board
PACO_mf.BK,President Foreign Board Automobile Industries
PRG_f.BK,PRG Corporation Foreign Board
PRM_f.BK,Prima Marine Foreign Board
PRIME_f.BK,Prime Road Power Foreign Board
PRINC_f.BK,Principal Capital Foreign Board
PRIN_f.BK,Prinsiri Foreign Board
PDG_mf.BK,Prodigy Foreign Board
PROEN_mf.BK,Proen Foreign Board
PPS_mf.BK,Project Planning Foreign Board Service
PF_f.BK,Property Perfect Foreign Board
PROS_mf.BK,Prosper Engineering Foreign Board
PROUD_f.BK,Proud Real Estate Foreign Board
PROSPECTv.BK,Prospect Logistics and Industrial Foreign Board Free and Lease REIT
PSH_f.BK,Pruksa Holding Foreign Board
PTG_f.BK,Participating Energy Foreign Board
PTTEP_f.BK,PTT Exploration and Foreign Board Production
PTT_f.BK,PTT Foreign Board
PTTGC_f.BK,PTT Global Chemical Foreign Board
OR_f.BK,PTT Oil and Retail Foreign Board Business
PYLON_f.BK,Pylon Foreign Board
QTC_f.BK,QTC Energy Foreign Board
QLT_mf.BK,Qualitech Foreign Board
Q-CON_f.BK,Quality Construction Products Foreign Board
QH_f.BK,Quality Houses Foreign Board
RBF_f.BK,R&B Food Supply Foreign Board
RABBIT_f.BK,Rabbit Holdings Foreign Board
RML_f.BK,Raimon Land Foreign Board
RJH_f.BK,Rajthanee Hospital Foreign Board Public
RAM_f.BK,Ramkhamhaeng Foreign Board Hospital
RATCH_f.BK,Ratch Group Public Company Limited Foreign Board
THANI_f.BK,Ratchthani Leasing Foreign Board
RCL_f.BK,Regional Container Foreign Board Lines
TITLE_mf.BK,Rhom BHO Property Foreign Board
ROJNA_f.BK,Rojana Industrial Foreign Board Park
ROH_f.BK,Royal Orchid Hotel Foreign Board (Thailand)
PLUS_f.BK,Royal Plus Foreign Board
RPC_f.BK,RPCG Foreign Board
RS_f.BK,RS Foreign Board
SNP_f.BK,Standard and Poor's Syndicate Foreign Board
SHR_f.BK,S Hotels and Foreign Board Resorts
SKN_f.BK,S Kijchai Foreign Board Enterprise
SPACKz.BK,S Pack and Print Foreign Board
SNJ_f.BK,S&J International Foreign Board Enterprises
SABINA_f.BK,Sabina Foreign Board
SAFARI_f.BK,Safari World Foreign Board
SAFE_f.BK,Safe Fertility Foreign Board Group
SPI_f.BK,Saha Pathana Inter- Foreign Board Holding
SPC_f.BK,Saha Pathanapibul Foreign Board
SUC_f.BK,Saha-Union Foreign Board
SMIT_f.BK,Sahamit Machinery Foreign Board
SKE_f.BK,Sakol Energy Foreign Board
SAK_f.BK,Saksiam Leasing Foreign Board
COLOR_mf.BK,Salee Colour Foreign Board
SALEE_mf.BK,Salee Industry Foreign Board
SLP_f.BK,Salee Printing Foreign Board
SAV_f.BK,Samart Aviation Foreign Board Solutions
SDC_f.BK,Samart Digital ORS Foreign Board
SAMART_f.BK,Samart Foreign Board
SAMTEL_f.BK,Samart Telcoms Foreign Board
SAMCO_f.BK,Sammakorn Foreign Board
SIRI_f.BK,Sansiri Foreign Board
SAPPE_f.BK,Sappe Foreign Board
SAWANG_f.BK,Sawang Export Foreign Board
SC_f.BK,SC Asset Foreign Board
SCN_f.BK,Scan Inter Foreign Board
SCB_f.BK,SCB X Public Foreign Board Company Limited
SCGD_f.BK,SCG Decor Foreign Board
SCGP_f.BK,SCG Packaging Foreign Board
SJWD_f.BK,SCGJWD Logistics Foreign Board
SCI_f.BK,SCI Electric Foreign Board
SE-ED_f.BK,Securities-Education Foreign Board
SEAFCO_f.BK,Seafco Foreign Board
CFRESH_f.BK,Seafresh Industry Foreign Board
SELIC_f.BK,Selic Foreign Board
SENX_mf.BK,Sen X Foreign Board
SENA_f.BK,Sena Development Foreign Board
SSP_f.BK,Sermsang Power Foreign Board Corporation
SGF_mf.BK,SGF Capital Foreign Board
SHANG_f.BK,Shangri-La Hotel Foreign Board
SFT_mf.BK,Shrinkflex Foreign Board (Thailand)
STHAI_f.BK,Shun Thai Rubber Foreign Board Gloves Industry
SCC_f.BK,Siam Cement Foreign Board
SCCC_f.BK,Siam City Cement Foreign Board
GLOBAL_f.BK,Siam Global House Foreign Board
SIAM_f.BK,Siam Steel International Foreign Board
STECH_f.BK,Siam Technic Foreign Board Concrete
SGP_f.BK,Siamgas and Foreign Board Petrochemicals
SR_mf.BK,Siamraj Foreign Board
SKR_f.BK,Sikarin Foreign Board
SICT_mf.BK,Silicon Craft Foreign Board Technology
SIMAT_mf.BK,Simat Technologies Foreign Board
SINGER_f.BK,Singer Thailand Foreign Board
S_f.BK,Singha Estate Foreign Board
SRS_mf.BK,Sirisoft Foreign Board
SISB_f.BK,Sisb Foreign Board
SKY_f.BK,Sky ICT Foreign Board
STOWER_mf.BK,Sky Tower Foreign Board
SMART_mf.BK,Smart Concrete Foreign Board
SNC_f.BK,SNC Former Foreign Board
SOLAR_f.BK,Solartron Foreign Board
SAT_f.BK,Somboon Advance Foreign Board Technology
SPCG_f.BK,SPCG Foreign Board
SNPS_f.BK,Specialty Natural Foreign Board Products
STGT_f.BK,Sri Trang Gloves Foreign Board (Thailand)
STA_f.BK,Sri Trang-Agro Foreign Board Industry
SNNP_f.BK,Srinanaporn Foreign Board Marketing Public Company Limited
SRICHA_f.BK,Sriracha Foreign Board Construction
SCAP_f.BK,Srisawad Capital Foreign Board 1969
SAWAD_f.BK,Srisawad Foreign Board Corporation
SITHAI_f.BK,Srithai Superware Foreign Board
VIH_f.BK,Srivichai Vejvivat Foreign Board
THE_f.BK,Steel Foreign Board
STPI_f.BK,STP and I Foreign Board
SST_f.BK,Sub Sri Thai Foreign Board
SSTRTv.BK,Sub Sri Thai REIT Foreign Board Unit
SPALI_f.BK,Supalai Foreign Board
SUPER_f.BK,Super Energy Foreign Board Corporation
SPREME_f.BK,Supreme Foreign Board Distribution
SSF_f.BK,Surapon Foods Foreign Board
SUSCO_f.BK,Susco Foreign Board
SVIz.BK,SVI Foreign Board
SYNEX_f.BK,Synnex (Thailand) Foreign Board
SYNTEC_f.BK,Syntec Construction Foreign Board
TMAN_f.BK,T Man Foreign Board Pharmaceutical
TMILL_mf.BK,T S Flour Mill Foreign Board
TKN_f.BK,Taokaenoi Food and Foreign Board Marketing
TSTHz.BK,Tata Steel (Thailand) Foreign Board
TCMC_f.BK,TCM Corporation ORS Foreign Board
TEAMG_f.BK,Team Consulting Engineering and Foreign Board Management
TGE_f.BK,Thachang Green Foreign Board Energy
TAE_f.BK,Thai Agro Energy Foreign Board
THAI_f.BK,Thai Airways International Foreign Board
TCC_f.BK,Thai Capital Foreign Board
CREDIT_f.BK,Thai Credit Retail Foreign Board Bank
TEGH_f.BK,Thai Eastern Group Foreign Board Holdings
TFI_f.BK,Thai Future Foreign Board Incorporation
TLI_f.BK,Thai Life Insurance Foreign Board
TNR_f.BK,Thai Nippon Rubber Foreign Board Industry
TNDT_mf.BK,Thai Nondestructive Foreign Board Testing
TOP_f.BK,Thai Oil Foreign Board
TOG_f.BK,Thai Optical Group Foreign Board
TPP_f.BK,Thai Packaging and Foreign Board Printing
TRz.BK,Thai Rayon Foreign Board
TRUBB_f.BK,Thai Rubber Latex Foreign Board Group
TRU_f.BK,Thai Rung Union Car Foreign Board
TSE_f.BK,Thai Solar Energy Foreign Board
STANLY_f.BK,Thai Stanley Foreign Board Electric
TSC_f.BK,Thai Steel Cable Foreign Board
TFM_f.BK,Thai Union Feedmill Foreign Board
TU_f.BK,Thai Union Group Foreign Board
TVO_f.BK,Thai Vegetable Oil Foreign Board
WACOAL_f.BK,Thai Wacoal Foreign Board
TWPC_f.BK,Thai Wah Foreign Board
TWP_f.BK,Thai Wire Products Foreign Board
THCOM_f.BK,Thaicom Foreign Board
